item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	merchant-shipping-group	status
AFENGAU Brass Lotus Incense Holder for Sticks, Cone Incense Burner with Detachable Ash Catcher - Decorative Incense Stick Holder for Meditation, Yoga, Home Fragrance & Aromatherapy	Find Your Inner Peace with the Seedlink Brass Lotus Incense Holder Rediscover tranquility and elevate your home's ambiance with the Seedlink Brass Lotus Incense Holder. This exquisite incense burner is more than just a functional item; it's a piece of art designed to bring a sense of calm and serenity to your space. Whether you're deepening your meditation practice, unwinding with aromatherapy, or simply adding a touch of elegance to your home decor, this incense holder is the perfect companion. Timeless Design Meets Modern Convenience Crafted from high-quality, solid brass with a beautiful antique finish, the lotus flower design is a symbol of purity, enlightenment, and rebirth. This durable and heat-resistant incense burner is built to last, ensuring you can enjoy its beauty for years to come. The innovative two-piece design features a detachable ash catcher, making cleanup effortless and keeping your surfaces pristine. No more messy ash spills—just pure, fragrant bliss. Versatile and Easy to Use This versatile incense holder is designed to accommodate both traditional incense sticks and cones, providing you with the flexibility to enjoy a wide variety of fragrances. It can also be used as a charcoal burner for resin or powder incense, making it a truly all-in-one solution for your home fragrance needs. The setup is simple, and the cleaning is even easier, allowing you to focus on what matters most: your moment of peace. A Perfect Gift for a Loved One Presented in elegant packaging, the Seedlink Brass Lotus Incense Holder makes a thoughtful and unique gift for any occasion. It's an ideal present for friends and family who appreciate mindfulness, yoga, meditation, or simply the beauty of a well-crafted home accessory. Give the gift of tranquility and style with this stunning decorative incense holder. From Our Home to Yours As a US-based small business, we are dedicated to creating high-quality products that bring joy and serenity to your life. We stand behind the craftsmanship of our products and are committed to your satisfaction. Experience the Seedlink difference and transform your space into a haven of peace and beauty.	1029F1WTE88	blueih	9.99		2025-10-29 01:11:14 PDT		y	4			11				B0FY67YPSM						8711727421390				AMAZON_NA	Migrated Template	Active
AFENGAU Chinese Incense Holder for Sticks with Ash Catcher - Wooden Incense Burner Box with Storage, Ceramic Lined, Anti-Ash, for Meditation, Yoga, Home Decor (Balck - Cloud)	Every detail of the Seedlink Incense Holder is crafted to enhance your experience. Our innovative Anti-Ash Design ensures a clean, mess-free environment. The clever Dual-Function Storage keeps your incense sticks organized and protected. And the Premium Craftsmanship, using high-quality wood and ceramic, guarantees a product that is both beautiful and durable.	1028FWICV27	ihcloud	19.99		2025-10-27 20:58:58 PDT		y	4			11				B0FY1T38P1						8711727421307				AMAZON_NA	Migrated Template	Active
AFENGAU Chinese Incense Holder for Sticks with Ash Catcher - Wooden Incense Burner Box with Storage, Ceramic Lined, Anti-Ash, for Meditation, Yoga, Home Decor (Black - Lotus Flower)	Every detail of the Seedlink Incense Holder is crafted to enhance your experience. Our innovative Anti-Ash Design ensures a clean, mess-free environment. The clever Dual-Function Storage keeps your incense sticks organized and protected. And the Premium Craftsmanship, using high-quality wood and ceramic, guarantees a product that is both beautiful and durable.	1028FWSZJ5S	ihlotusflower	19.99		2025-10-27 20:58:58 PDT		y	4			11				B0FY1RZGZH						8711727421314				AMAZON_NA	Migrated Template	Active
Wooden Aromatherapy Incense Holder – Upside Down Hanging Rack with 1L Ash Catcher for Home Office or Yoga Space Décor & Meditation (Glass Height 17cm)	<p>Elevate your space with this beautifully crafted Wooden Aromatherapy Incense Holder, designed to combine relaxation with elegant home décor. Featuring a unique upside-down hanging design, this incense rack not only adds a serene atmosphere to any room but also serves as a minimalist decorative piece.</p> <p>Made from high-quality natural wood, it securely holds your incense sticks while allowing the ash to gently fall into the integrated ash collector — keeping your surfaces clean and mess-free. Whether you're meditating, relaxing after a long day, or enhancing the ambiance of your living room, yoga space, or office, this incense holder is the perfect companion.</p> <p><b>Perfect for gifting</b> or enhancing your own home sanctuary, <b>this hanging incense rack</b> blends functionality with timeless style. Light your favorite incense and let the soothing aroma elevate your mood and your space.</p>	1029F1AV0NA	incenseholder17cm	9.8		2025-10-28 23:26:17 PDT		y	3			11				B0FY5P2M4S						702408207318				AMAZON_NA	Migrated Template	Active
AFENGAU Incense Holder for Sticks with Glass Ash Catcher, Upside Down Anti-Ash Incense Burner, Modern Vertical Incense Stick Holder for Home Decor, Yoga, Meditation Room, and Spa	Enhance the ambiance of your space with the AFENGAU Upside Down Incense Holder. Designed for those who appreciate both form and function, this modern incense burner offers a practical way to enjoy your favorite incense sticks while adding a touch of elegance to your home decor. The unique vertical design suspends the incense stick upside down. As the incense burns, the ash falls directly into the transparent glass cylinder below. This design helps contain the ash in one place, reducing scattered mess on your furniture and making cleanup easier. The clear glass also helps shield the falling ash from light indoor drafts while preserving a calming view of the burning incense. Whether you are unwinding after a long day, practicing yoga, or meditating, this incense holder fits seamlessly into your routine. Its minimalist appearance complements a variety of interior styles, from modern and zen to rustic and boho. It is an ideal decorative piece for bedrooms, living rooms, spas, and home offices. How to Use: 1. Secure the unlit end of your incense stick into the top holder. 2. Light the tip of the incense stick and gently blow out the flame. 3. Carefully place the holder over the opening of the glass ash catcher. 4. Allow the incense to burn and the ash to collect at the bottom. Care Instructions: Wait for the glass ash catcher to cool completely before handling. Empty the ash into a trash bin and wipe the glass clean with a soft cloth or wash it with mild soap and water. Always place the incense holder on a flat, stable, and heat-resistant surface away from flammable materials. (Note: Ensure your incense sticks are not longer than the glass cylinder to prevent the lit end from touching the bottom.)	0101H3QY0L1	incenseholder20cm	9.99		2025-12-31 20:12:46 PST		y	4			11				B0GDKRTTJ1						8711727421512				AMAZON_NA	Migrated Template	Active
Authentic Lakawood Incense Sticks for Meditation & Purification Natural Chinese Rosewood (Dalbergia) Joss Sticks for Taoist Rituals & Spiritual Cleansing | Long Burning, Low Smoke	For centuries, Taoist masters sought a sacred tool to purify the soul and commune with the divine. They found it in Jiangzhenxiang, the "Incense of Descending Truth." Sourced from the rare resin of the Dalbergia tree, this hallowed fragrance was believed to clear negative energy and open pathways to spiritual clarity. We journeyed through ancient texts and traditions to bring this legendary purification incense back to the modern world, crafted with the same reverence and purity as the masters of old.	1029F0YCQQS	lakawood	19.99		2025-10-28 20:53:56 PDT		y	4			11				B0FY59TXJK						8711727421352				AMAZON_NA	Migrated Template	Active
400 Lavender Incense Sticks Bulk Pack | Natural & Non-Toxic for Authentic Aromatherapy | Calming Lavender Scent for Meditation, Stress Relief & Positive Vibes | Includes Premium Wooden Storage Box	Our lavender incense sticks bring the calming essence of pure lavender fields directly to your home. Each box contains 400 hand-dipped incense sticks made with natural lavender essential oils, providing months of aromatic enjoyment. The premium wooden storage box preserves freshness while adding elegant decor to any space. Perfect for meditation, yoga, stress relief, better sleep, and creating positive energy in your environment.	1027FRMNAXO	lavender01	19.99		2025-10-26 17:14:00 PDT		y	3			11				B0FXW2KHWZ						702408207295				AMAZON_NA	Migrated Template	Active
Lavender Incense Sticks Bulk Pack 40pcs -Natural & Non-Toxic for Authentic Aromatherapy Calming Lavender Scent for Meditation, Stress Relief & Positive Vibes	Our AFENGAU lavender incense sticks bring the calming essence of pure lavender fields directly to your home. Each box contains 40 hand-dipped incense sticks made with natural lavender essential oils, providing months of aromatic enjoyment. The premium wooden storage box preserves freshness while adding elegant decor to any space. Perfect for meditation, yoga, stress relief, better sleep, and creating positive energy in your environment.	1029F21DK6P	lavender02	5.99		2025-10-29 02:58:56 PDT		y	4			11				B0FY6JQRB9						8711727421406				AMAZON_NA	Migrated Template	Active
AFENGAU Brass Lotus Incense Holder for Sticks, Vintage Incense Burner with Detachable Ash Catcher for Meditation, Yoga & Home Decor	Discover Tranquility and Elegance with the Seedlink Brass Lotus Incense Burner Transform your home into a sanctuary of peace with the Seedlink Brass Lotus Incense Holder. Meticulously designed to blend traditional artistry with modern functionality, this incense burner is the perfect centerpiece for any room dedicated to relaxation and mindfulness. The intricate, multi-layered lotus flower symbolizes purity and enlightenment, making it a meaningful addition to your meditation or yoga space. Crafted for Beauty, Designed for Life Our vintage-inspired incense holder is constructed from a premium, heavy-duty zinc alloy with a stunning antique brass finish. This ensures not only its longevity but also its ability to serve as a captivating piece of home decor. The unique detachable ash catcher is a game-changer, designed to contain all falling ash and prevent any mess. This thoughtful feature makes it incredibly easy to maintain a clean and tidy environment, allowing you to focus fully on your moments of zen. Whether you are deepening your spiritual practice, enjoying aromatherapy, or simply adding a touch of elegance to your living space, this incense burner for sticks is designed to meet your needs. It provides a stable and secure base for your favorite incense, allowing the fragrant smoke to gently fill your space and calm your mind. Key Features at a Glance: Material: High-Quality Brass & Zinc Alloy Design: Multi-Layer Lotus Flower Function: Holds Incense Sticks Securely Benefit: Detachable Base for Easy Ash Cleanup Ideal For: Meditation, Yoga, Aromatherapy, Home Decor, Gifting Embrace a more mindful lifestyle and elevate your home's ambiance. Add the Seedlink Brass Lotus Incense Holder to your cart today and experience the perfect blend of beauty, function, and tranquility.	1029F1N7PTT	lotus	5.99		2025-10-29 01:01:08 PDT		y	4			11				B0FY67W88Z						8711727421383				AMAZON_NA	Migrated Template	Active
AFENGAU Natural Mugwort Incense Sticks for Calming Meditation, Yoga, Relaxation. Natural Sleep Aid, Stress Relief and Air Purifying Herbal Incense (Mugwort)	Our AFENGAU mugwort incense is more than just a pleasant scent; it's a tool for wellness. Naturally aid sleep, enhance your meditation and yoga practices, purify your home's air, and enjoy a completely non-toxic, charcoal-free experience.	1029F0M9FMH	mugwort	16.99		2025-10-28 20:53:55 PDT		y	4			11				B0FY5DT9BR						8711727421338				AMAZON_NA	Migrated Template	Active
AFENGAU Natural Mugwort Incense Sticks - Charcoal-Free & Non-Toxic for Calming Meditation, Yoga, Relaxation. Natural Sleep Aid, Stress Relief & Air Purifying Herbal Incense for Home.	At AFENGAU, we believe in the power of nature to restore balance and tranquility to our lives. Our journey began in the pristine fields where ancient mugwort grows, a plant revered for centuries for its purifying and calming properties. We are dedicated to bringing you the purest, most authentic aromatherapy experience, handcrafted with respect for the earth and a passion for your well-being.	1029F287NMT	mugwort40	9.9		2025-10-29 03:28:51 PDT		y	4			11				B0FY6MK2D4						8711727421444				AMAZON_NA	Migrated Template	Active
Natural Mugwort Incense Sticks, Charcoal-Free, Air Purifying, Stress Relief, Meditation, Yoga & Sleep Aid	Bring a sense of calm and tranquility to your space with these Natural Mugwort Incense Sticks. Crafted from pure mugwort, these charcoal-free incense sticks are a wonderful addition to your daily wellness routine. Whether you are practicing meditation, yoga, or simply looking to unwind after a long day, these incense sticks create a soothing atmosphere that helps ease stress and promote relaxation. The gentle, earthy aroma of mugwort has long been cherished for its calming properties, making it an ideal companion for restful sleep and peaceful evenings at home. Each bundle is neatly packaged in a clear tube sealed with a natural cork stopper, keeping the sticks fresh and protected. The clean-burning, charcoal-free formula means you can enjoy a purer, more natural fragrance experience while also helping to freshen the air in your living space. Perfect for use in bedrooms, living rooms, or any personal sanctuary, these mugwort incense sticks make a thoughtful gift for anyone who values mindfulness and relaxation. Light one up, breathe deeply, and let the natural scent of mugwort transform your environment into a peaceful retreat.	0411HRFECMN	mugworthy	19.99		2026-04-11 05:22:53 PDT		y	4			11				B0GWVLF81Y						8711727421543				AMAZON_NA	Migrated Template	Active
AFENGAU Natural Osmanthus Incense Sticks (400 Pack) - Authentic Sweet Floral Scent for Relaxation, Meditation, Spiritual Cleansing - Slow Burning Incense for Aromatherapy, Yoga	At AFENGAU, we believe that tranquility is not a luxury, but a necessity. Our journey began in the serene highlands where the sweet-scented osmanthus flower has been cherished for centuries. We partner with local artisans who practice sustainable harvesting, ensuring that every incense stick we create is a testament to nature's purity and potency. Our mission is to bring this ancient tradition of aromatherapy into your home, helping you sow the seeds of serenity in your daily life. We are more than just an incense brand; we are a link to a more peaceful, mindful, and fragrant world.	1029F09CCL5	osmanthus	16.99		2025-10-28 20:53:56 PDT		y	4			11				B0FY55B96L						8711727421345				AMAZON_NA	Migrated Template	Active
AFENGAU Palo Santo Incense Sticks (20 Pack) –Pure Organic & Natural Hand-Rolled Peruvian Palo Santo Wood for Spiritual Cleansing, Meditation & Aromatherapy	AUTHENTIC & SLOW-BURNING HOLY WOOD – Each of our 20 premium incense sticks is rich in natural resin, ensuring a slow, consistent burn that fills your room with a long-lasting, pleasant fragrance. Simply light the tip, allow it to burn for 30-60 seconds, and blow out the flame to enjoy hours of gentle, aromatic smoke.	1030F54YUG4	palosanto	9.99		2025-10-29 20:43:28 PDT		y	4			11				B0FYCG49CK						8711727421475				AMAZON_NA	Migrated Template	Active
AFENGAU Pine Cone Incense Sticks, Natural Charcoal-Free, Stick Form, Earthy Wood Aroma for Meditation, Relaxation, Yoga & Home Fragrance	Bring the serene essence of a pine forest into your home with these Pine Cone Incense Sticks by AFENGAU. Crafted without charcoal or harsh chemicals, these natural incense sticks deliver a gentle, earthy wood aroma that soothes the senses and elevates any space. Each stick measures approximately 9.05 inches in length, offering a long, steady burn that fills your room with a clean, calming fragrance — not too strong, not too faint, just a smooth and harmonious smoke. Inspired by the vitality of pine and the steadiness of the pagoda, these sticks are thoughtfully made to support meditation, yoga, relaxation, and daily mindfulness rituals. They are also well-suited for air purifying and home fragrance purposes. Store in a cool, dry place away from moisture to preserve their quality and fragrance. Whether you are creating a peaceful sanctuary or simply unwinding after a long day, these incense sticks make a wonderful addition to your routine or a thoughtful gift for loved ones.	0411HRGD0UE	pineconehy	19.99		2026-04-11 05:05:15 PDT		y	4			11				B0GWVDR845						8711727421529				AMAZON_NA	Migrated Template	Active
2019 Classic Old Mountain Sandalwood Incense Sticks, Natural Fragrance, Stick Form, Meditation and Aromatherapy, 8.27 Inch	Bring the timeless elegance of Old Mountain Sandalwood into your daily ritual with these 2019 Classic Sandalwood Incense Sticks by AFENGAU. Sourced from authentic aged mountain sandalwood, each stick delivers a rich, deep, and harmonious fragrance that has been treasured for centuries in meditation, yoga, and spiritual practice. Made using a traditional 2019 classic formula, these sticks offer a thick, genuine sandalwood aroma that is both grounding and uplifting. Free from harsh chemicals and charcoal additives, the natural ingredients ensure a clean, pure burn that is safe for everyday use. Each tube contains 20 premium incense sticks, each measuring approximately 8.27 inches in length for a long, steady burn. Whether you are deepening your meditation practice, enhancing your yoga session, or simply seeking a moment of calm, these sandalwood incense sticks create a serene and sacred atmosphere. They also make a thoughtful and elegant gift for anyone who appreciates the beauty of natural fragrance and traditional craftsmanship.	0411HRHRH6A	sandalhy	19.99		2026-04-11 05:15:45 PDT		y	4			11				B0GWVQTGQT						8711727421536				AMAZON_NA	Migrated Template	Active
AFENGAU Natural Sandalwood Incense Sticks - 400 Premium Hand-Dipped Sticks for Meditation, Yoga, and Aromatherapy - Authentic Calming Scent for Stress Relief	Explore the wide range of natural sandalwood incense sticks from AFENGAUk, now available on Amazon. Made from sustainably sourced sandalwood and crafted using traditional hand-dipping techniques, our incense delivers an authentic, calming fragrance that has been cherished for centuries. Each of the 400 premium sticks burns for 45-60 minutes, filling your space with a warm, woody aroma that promotes relaxation, focus, and inner peace. Perfect for meditation, yoga, aromatherapy, or simply creating a serene home environment. Our eco-friendly packaging makes this an ideal gift for anyone seeking natural wellness and tranquility. Experience the AFENGAU difference—where nature meets tradition.	1029F21N6EE	sandalwood300	19.99		2025-10-29 03:12:18 PDT		y	4			11				B0FY6JR3NK						8711727421420				AMAZON_NA	Migrated Template	Active
AFENGAU Natural Sandalwood Incense Sticks - 40 Premium Hand-Dipped Sticks for Meditation, Yoga, and Aromatherapy - Authentic Calming Scent for Stress Relief (40)	Explore the wide range of natural sandalwood incense sticks from AFENGAU, now available on Amazon. Made from sustainably sourced sandalwood and crafted using traditional hand-dipping techniques, our incense delivers an authentic, calming fragrance that has been cherished for centuries. Each of the 40 premium sticks burns for 45-60 minutes, filling your space with a warm, woody aroma that promotes relaxation, focus, and inner peace. Perfect for meditation, yoga, aromatherapy, or simply creating a serene home environment. Our eco-friendly packaging makes this an ideal gift for anyone seeking natural wellness and tranquility. Experience the AFENGAU difference—where nature meets tradition.	1029F2FF0S7	sandalwood40	9.99		2025-10-29 03:12:18 PDT		y	4			11				B0FY6HB74X						8711727421413				AMAZON_NA	Migrated Template	Active
AFENGAU White Sage Incense Sticks (5g, Approx. 20 Sticks) for Cleansing Negative Energy | Pure & Natural Aromatherapy Incense for Meditation, Yoga, and Spiritual Purification (20)	Whether you are cleansing your entire home, deepening your spiritual practice, or simply wish to create a more peaceful environment, our white sage incense sticks integrate seamlessly into your life. Their elegant presentation and refined aroma make them a perfect addition to your living room, bedroom, yoga space, or office. Simply light, relax, and let the purifying smoke work its magic.	1029F297NAG	whitesage20	9.99		2025-10-29 03:46:45 PDT		y	4			11				B0FY6R869L						8711727421468				AMAZON_NA	Migrated Template	Active
AFENGAU White Sage Incense Sticks (60 Sticks) for Cleansing Negative Energy | Pure & Natural Aromatherapy Incense for Meditation, Yoga, and Spiritual Purification	Whether you are cleansing your entire home, deepening your spiritual practice, or simply wish to create a more peaceful environment, our white sage incense sticks integrate seamlessly into your life. Their elegant presentation and refined aroma make them a perfect addition to your living room, bedroom, yoga space, or office. Simply light, relax, and let the purifying smoke work its magic.	1029F2EJ0OZ	whitesage60	19.99		2025-10-29 03:46:45 PDT		y	4			11				B0FY6MCXS7						8711727421451				AMAZON_NA	Migrated Template	Active
AFENGAU Natural White Sage Smudge Sticks (4-Inch) - California Grown Sage Bundles for Cleansing House of Negative Energy, Spiritual Purification, Meditation & Smudging Rituals	At AFENGAU, we believe in the profound power of nature to restore balance and peace in our lives. Our journey began with a deep reverence for the ancient traditions of smudging and a steadfast commitment to providing the highest quality, ethically sourced white sage. We partner with local California farms that share our dedication to sustainable and respectful harvesting practices, ensuring that every sage bundle we offer carries the pure, sacred energy of the land from which it came. Our mission is to bring this ancient practice to your home, helping you create a sanctuary of peace and positive energy.	1030F54CLP0	whitesagebundle	6.99		2025-10-29 21:00:04 PDT		y	4			11				B0FYCTS187						8711727421482				AMAZON_NA	Migrated Template	Active
AFENGAU Natural White Sage Smudge Sticks (4-Inch) - California Grown Sage Bundles for Cleansing House of Negative Energy, Spiritual Purification, Meditation & Smudging Rituals	At AFENGAU, we believe in the profound power of nature to restore balance and peace in our lives. Our journey began with a deep reverence for the ancient traditions of smudging and a steadfast commitment to providing the highest quality, ethically sourced white sage. We partner with local California farms that share our dedication to sustainable and respectful harvesting practices, ensuring that every sage bundle we offer carries the pure, sacred energy of the land from which it came. Our mission is to bring this ancient practice to your home, helping you create a sanctuary of peace and positive energy.	0101H3LCHV0	whitesagebundle2	9.99		2025-12-31 19:51:10 PST		y	4			11				B0GDLQ6Z6M						8711727421499				AMAZON_NA	Migrated Template	Active
Satya Nag Champa Sandalwood 15grams x 2 Packs Incense Sticks with Seedlink Incense Sticks Holder for Positivity, Meditation, Relaxation, Yoga, Healing	<p>Create a calming and clutter-free space with this beautifully crafted wooden incense holder, designed for both function and aesthetics. Whether you're meditating, practicing yoga, or simply relaxing at home, this all-in-one incense burner set brings peace and serenity to your space.</p> <p>Featuring a natural wooden incense holder, this incense holder adding a touch of elegance to your room. The included 20 incense sticks provide a long-lasting fragrance.</p>	0712FWD7VQC	Avi-Incense holder with sticks	6.99		2025-07-12 05:09:36 PDT		y	1			11				B0FHDWYF5C						B0FHDWYF5C				AMAZON_NA	Migrated Template	Inactive
Wooden Aromatherapy Incense Holder – Upside Down Hanging Rack with 1L Ash Catcher for Home Office or Yoga Space Décor & Meditation (Glass Height 20cm)	<p>Elevate your space with this beautifully crafted Wooden Aromatherapy Incense Holder, designed to combine relaxation with elegant home décor. Featuring a unique upside-down hanging design, this incense rack not only adds a serene atmosphere to any room but also serves as a minimalist decorative piece.</p> <p>Made from high-quality natural wood, it securely holds your incense sticks while allowing the ash to gently fall into the integrated ash collector — keeping your surfaces clean and mess-free. Whether you're meditating, relaxing after a long day, or enhancing the ambiance of your living room, yoga space, or office, this incense holder is the perfect companion.</p> <p><b>Perfect for gifting</b> or enhancing your own home sanctuary, <b>this hanging incense rack</b> blends functionality with timeless style. Light your favorite incense and let the soothing aroma elevate your mood and your space.</p>	0902F7PI4VL	Avi-incense holder golden	9.9		2025-09-01 20:53:35 PDT		y	1			11				B0FFSCV59W						B0FFSCV59W				AMAZON_NA	Migrated Template	Inactive
Yinjiyue Natural Sandalwood Incense Sticks 400 Premium Hand-Dipped Sticks	Explore the wide range of natural sandalwood incense sticks from Yinjiyue, now available on Amazon. Made from sustainably sourced sandalwood and crafted using traditional hand-dipping techniques, our incense delivers an authentic, calming fragrance that has been cherished for centuries. Each of the 400 premium sticks burns for 45-60 minutes, filling your space with a warm, woody aroma that promotes relaxation, focus, and inner peace. Perfect for meditation, yoga, aromatherapy, or simply creating a serene home environment. Our eco-friendly packaging makes this an ideal gift for anyone seeking natural wellness and tranquility. Experience the Yinjiyue difference—where nature meets tradition.	0920HSIZARG	Sandalwood300	19.99		2026-09-20 00:26:03 PDT		y	4			11				B0HKFRCR73						8711727421581				AMAZON_NA	Migrated Template	Inactive
2019 Classic Old Mountain Sandalwood Incense Sticks, Natural Fragrance, Stick Form, Meditation and Aromatherapy, 8.27 Inch		0630HRZKQL9	WI-GAXS-92TC	19.99		2026-06-29 20:33:10 PDT		y	1			11				B0GWVQTGQT						B0GWVQTGQT				AMAZON_NA	Migrated Template	Inactive
AFENGAU Incense Sticks and Glass Cylinder Holder Bundle, 40 Count, Mugwort, Charcoal-Free Herbal Aromatherapy for Meditation, 9 Inches	Transform your home into a personal sanctuary with the AFENGAU Natural Mugwort Incense Sticks and Glass Upside-Down Holder Bundle. This all-in-one aromatherapy set includes 40 handcrafted, charcoal-free mugwort incense sticks and a sleek glass cylinder holder with a gold metal lid. Each 9-inch stick burns for 30–45 minutes, releasing a soft, warm, earthy herbal aroma ideal for meditation, yoga, and daily wellness routines. The innovative upside-down design suspends the incense stick through the gold lid, directing every ash drop neatly into the clear borosilicate glass tube below for a completely mess-free experience. The transparent glass lets you watch the ash collect, turning your aromatherapy ritual into a visual art form. Standing nearly 10 inches tall, the holder doubles as a striking decorative accent that complements any interior style. This thoughtfully curated bundle makes a memorable gift for birthdays, housewarmings, or as a personal self-care treat.	0702H25PH96	YJY-BUNDLE-K2D4-TTJ1	14.9		2026-07-02 03:50:50 PDT		y	4			11				B0H7C4XYVD						8711727421260				AMAZON_NA	Migrated Template	Inactive
AFENGAU Mugwort Incense Sticks and Brass Lotus Holder Bundle, 40 Count, Zinc Alloy, Herbal Fragrance, 9 Inches	Transform any room into a calming retreat with the AFENGAU Mugwort Incense and Vintage Brass Lotus Holder Bundle. This complete aromatherapy set includes 40 handcrafted Natural Mugwort Incense Sticks, elegantly presented in a wooden gift box, alongside a beautifully detailed Vintage Brass Lotus Incense Holder. Each 9-inch incense stick is made from pure, aged mugwort with no chemical additives, burning cleanly for approximately 30 to 45 minutes and releasing a gentle, earthy herbal fragrance — ideal for bedrooms, living rooms, yoga sessions, and meditation spaces. The lotus incense holder is crafted from durable zinc alloy with an antique brass finish, featuring a smart two-piece design with a wide lotus leaf base and a removable center stick holder that catches all falling ash for effortless cleanup. Compatible with both incense sticks and cones, it adds timeless sophistication to any decor style. Beautifully packaged together in a wooden gift box, this bundle makes a thoughtful and distinctive gift for birthdays, housewarmings, or any special occasion for those who appreciate home fragrance and handcrafted accessories.	0702H291APP	YJY-BUNDLE-K2D4-W88Z	13.29		2026-07-02 03:50:51 PDT		y	4			11				B0H7BZGVGB						8711727421284				AMAZON_NA	Migrated Template	Inactive
AFENGAU Mugwort Incense Sticks and Brass Lotus Holder Bundle, 40 Count, Stick, Brass, Mugwort, Meditation and Relaxation, 9.05 Inches	Transform any room into a serene sanctuary with the AFENGAU Mugwort Incense & Brass Lotus Holder Bundle. This all-in-one aromatherapy set includes 40 natural mugwort incense sticks (9.05" long) and an exquisitely crafted brass lotus incense holder with a detachable ash catcher. Each incense stick is made from pure, aged wild mugwort herb with zero charcoal, synthetic fragrances, or chemical additives, producing a clean, gentle smoke that is safe for the whole family. Each stick burns slowly and evenly for 30–45 minutes, releasing a soothing, earthy herbal fragrance. The solid brass lotus holder features a stunning antique bronze finish with intricate lotus flower carving, adding timeless elegance to any space. Its smart two-piece design includes a removable ash catcher tray for effortless cleanup. Compatible with both incense sticks and cones, this versatile holder is the only burner you will ever need. Ideal for meditation, yoga, relaxation, or simply creating a calming home atmosphere, this bundle also makes a thoughtful gift for any occasion.	0702H28YEYK	YJY-BUNDLE-K2D4-YPSM	14.99		2026-07-02 03:50:50 PDT		y	4			11				B0H7C7GDL9						8711727421277				AMAZON_NA	Migrated Template	Inactive
AFENGAU Complete Zen Meditation Set — 400pcs Natural Mugwort Incense Sticks with Smokeless Glass Incense Holder, Zero-Mess Ash Catcher, Charcoal-Free Herbal Incense Stick Set for Yoga, Relaxation	AFENGAU Complete Zen Meditation Bundle Bring peace, clarity, and mindfulness into your daily routine with the AFENGAU Complete Zen Meditation Bundle. This comprehensive set combines Natural Mugwort Incense Sticks (400 Count) with a Smokeless Glass Incense Holder, offering a clean, mess-free aromatic experience for your space. Pure Herbal Therapy from 100% Natural Mugwort: Our incense sticks are crafted using traditional Chinese herbal techniques. We use sun-dried mugwort (Artemisia argyi) leaves, grinding them into a fine powder and binding them without charcoal or synthetic glues. This process creates a clean-burning, low-smoke incense stick that releases a gentle, earthy, and warm herbal fragrance. Suitable for purifying air, meditation, and relaxation. Innovative Glass Holder for a Mess-Free Burn: Traditional incense holders can leave ash on your surfaces. Our borosilicate glass cylinder incense holder addresses this issue. The glass tube houses the burning stick, catching the ash as it falls. The heat-resistant metal lid secures the stick upright, ensuring a stable burn. Simply lift the lid and empty the ash to keep your space clean. Complete Incense Ritual Setup: This bundle provides a matching set, ensuring the 400 incense sticks fit properly into the glass holder for a seamless experience. Ideal for Mindful Living: Presented in minimalist packaging that reflects a serene aesthetic, this bundle is suitable for personal use or as a thoughtful gift. Whether for yoga practice, meditation, or general relaxation, this set provides a calming and tranquil atmosphere.	0701HWAM5N1	YJY-BUNDLE-MUGWORT-HOLDER-US	18.89		2026-06-30 23:14:59 PDT		y	4			11				B0H74S1KC8						8711727421239				AMAZON_NA	Migrated Template	Inactive
AFENGAU Mugwort Incense Bundle, 400 Sticks with Brass Lotus Holder and Ash Catcher Tray, Charcoal-Free Herbal, Relaxation and Sleep Support, 8 Inch	Transform any room into a peaceful retreat with the AFENGAU Meditation Incense Bundle. This all-in-one set includes 400 natural mugwort incense sticks and an elegant brass lotus incense holder with an ash catcher tray, giving you everything you need to create a calming atmosphere right away. Each 8-inch stick is handcrafted from pure mugwort herbs with a bamboo core — free from charcoal, artificial fragrances, and chemical additives. They burn gently for approximately 30 minutes, releasing a soft, warm, earthy herbal aroma traditionally used to purify the air and ease tension. The vintage-style brass lotus holder features a beautifully detailed lotus flower tray and a gourd-shaped center pin that keeps sticks upright while the wide base catches ash neatly. Known as the "dream herb," mugwort has been used for centuries to support relaxation and restful sleep. This bundle is ideal for yoga, meditation, or winding down before bed. It also makes a thoughtful gift for birthdays, housewarmings, or any occasion that calls for a touch of wellness and tranquility.	0702H23KGAT	YJY-BUNDLE-TB6C-W88Z	17.99		2026-07-02 03:50:50 PDT		y	4			11				B0H7C3NFXS						8711727421253				AMAZON_NA	Migrated Template	Inactive
